0.265mfcc9+0.253mfcc15+0.249mfcc11-0.247zcr+0.245mfcc13...,-0.398rolloff-0.396spec_bw-0.378spec_cent+0.374mfcc2-0.299zcr...,-0.367mfcc17+0.334mfcc3-0.296mfcc16-0.296mfcc18+0.284mfcc5...,0.623rms+0.564mfcc1+0.242mfcc6+0.213mfcc8+0.192mfcc4...,0.426mfcc3-0.314mfcc11+0.284mfcc4-0.277mfcc12-0.27mfcc10...,-0.463mfcc19-0.453mfcc20+0.386mfcc14+0.315mfcc15+0.289mfcc13...,0.525chroma_stft+0.382mfcc13-0.334mfcc7+0.305mfcc20-0.224mfcc17...,0.642mfcc4+0.321mfcc6-0.298mfcc10-0.239mfcc5+0.224mfcc19...,0.468mfcc11+0.345mfcc3+0.315rms+0.312mfcc13-0.274mfcc7...,0.462mfcc6+0.336chroma_stft-0.301mfcc5-0.285mfcc7-0.263mfcc10...,0.685mfcc20-0.39mfcc19-0.316mfcc9-0.264chroma_stft+0.214mfcc15...,-0.488mfcc9+0.433mfcc8+0.412mfcc13-0.311mfcc12+0.248mfcc10...,-0.557mfcc12-0.429mfcc18+0.345chroma_stft-0.265mfcc4+0.252mfcc14...,-0.507mfcc11+0.477mfcc8+0.383mfcc14-0.287chroma_stft+0.267mfcc19...,'0.518mfcc9+0.366mfcc13-0.315mfcc14-0.303mfcc19+0.29 mfcc20...','0.61 mfcc10+0.36 mfcc15-0.295mfcc11-0.264mfcc16+0.242mfcc9...','-0.363mfcc15-0.352mfcc12+0.35 mfcc9-0.328mfcc7-0.319mfcc17...','0.49 mfcc5-0.482mfcc16+0.37 mfcc18+0.294mfcc15-0.289mfcc3...',-0.502mfcc7+0.462mfcc5-0.375mfcc18+0.215mfcc8+0.212mfcc19...,-0.539mfcc6+0.386mfcc8-0.362mfcc13-0.274mfcc16+0.242mfcc4...,class
-1.079569,2.330626,0.764056,1.423574,-0.210524,-0.103713,0.783726,0.316246,-1.648694,0.305414,-0.615493,0.197776,0.852662,0.356088,-1.902778,-0.419542,-0.090512,-0.460014,-1.121064,-0.422102,jackhammer
-0.802998,1.860423,0.712012,1.259495,-0.113144,-0.132356,0.154656,0.334439,-1.386616,0.587778,-0.320944,-0.224121,0.876636,0.140856,-1.981593,-0.775771,-0.518706,-0.449674,-1.236448,0.032783,jackhammer
-0.913928,2.279699,0.721928,1.655044,-0.299203,-0.395235,0.650935,0.427209,-1.711314,0.905031,-0.407688,0.015901,0.272933,-0.165853,-1.507156,-0.056905,-0.4145,-0.946044,-0.769156,-0.308419,jackhammer
-0.676638,2.233689,0.713844,1.617179,-0.377642,-0.28574,0.823568,0.572383,-1.680297,0.793289,-0.483173,0.006267,0.324378,0.111127,-1.35797,-0.300079,-0.175425,-0.821888,-1.040466,-0.140138,jackhammer
-0.629106,2.186298,0.626353,1.553487,-0.313903,-0.064373,0.305214,0.853791,-1.506137,0.804993,-0.363732,-0.221884,0.457975,0.050525,-1.980703,-0.409699,-0.281082,-0.603121,-0.983898,-0.358318,jackhammer
-0.480919,2.063293,0.624038,1.619344,-0.290061,-0.480318,0.869542,0.812368,-1.513423,0.925646,-0.521686,-0.277601,0.328622,0.397133,-1.539378,-0.380345,-0.096673,-0.283293,-1.138991,-0.075204,jackhammer
-0.535422,2.089757,0.766867,1.598847,-0.318465,-0.664014,0.898598,0.867962,-1.40195,0.506475,-0.219445,-0.247249,0.644551,0.260013,-1.689048,-0.39961,-0.201409,-0.300953,-0.88875,0.232895,jackhammer
-0.787387,2.184441,0.716311,1.543667,-0.230939,-0.173756,0.363927,0.661912,-1.54452,0.815367,-0.472427,0.097681,0.683134,-0.335564,-2.102243,-0.592133,-0.512087,-0.780671,-0.794114,-0.133632,jackhammer
-1.022523,2.1519,0.125535,1.709706,-0.636843,0.197692,0.602728,0.770011,-1.698904,0.386197,-0.849793,-0.278419,0.948935,0.065814,-2.741437,-0.220264,0.264758,-0.788029,-1.081002,0.038552,jackhammer
-0.784184,1.884614,0.835475,1.580054,-0.406435,-0.803536,0.505512,0.886555,-1.679337,0.520565,-0.281061,0.190976,1.16358,0.312391,-1.910847,-0.714994,0.228154,-0.39415,-1.285246,0.120728,jackhammer
-0.687155,1.833624,0.766555,1.481808,-0.204229,-0.607191,0.607412,0.657883,-1.79442,0.541862,-0.343315,0.000411,0.794421,0.332889,-1.821637,-0.452645,-0.007886,-0.25666,-1.399342,-0.086974,jackhammer
-0.858171,1.929605,0.865394,1.5135,-0.528874,-0.442665,0.640046,0.729555,-1.842848,0.382746,-0.563581,0.106001,0.947017,0.349139,-2.100023,-0.582744,0.092215,-0.566973,-1.225492,-0.398691,jackhammer
-0.753449,1.517768,0.877695,1.711476,-0.632616,-0.63616,0.693679,0.461591,-1.698617,0.50406,-0.280383,0.200655,0.920632,0.568998,-1.753109,-0.513852,0.036516,-0.514008,-1.182833,-0.277048,jackhammer
-0.716387,1.703528,0.736419,1.701242,-0.57368,-0.632911,0.804333,0.564133,-1.524378,0.57551,-0.042064,0.185113,0.820581,0.468742,-1.545148,-0.584795,-0.053004,-0.448301,-1.291582,-0.005119,jackhammer
-0.473304,1.844341,0.567193,1.66237,-0.646284,-0.524147,0.858671,0.806549,-1.522625,0.553768,0.048785,0.306399,0.812896,0.090942,-1.555029,-0.850976,-0.176347,-0.93112,-1.214281,-0.335823,jackhammer
-0.665525,1.630838,0.083596,1.734678,-0.700954,-0.185935,0.707109,0.623486,-1.764005,0.2152,-0.512594,-0.18341,0.721333,-0.018195,-2.435067,-0.260686,0.089972,-0.862029,-1.159341,-0.217298,jackhammer
-0.637923,1.411942,0.671329,1.773627,-0.557542,-0.375911,0.732391,0.332164,-1.689322,0.545625,-0.598276,-0.042975,0.519944,0.344519,-1.619585,-0.228376,-0.130865,-0.727887,-0.891261,-0.35102,jackhammer
-0.703543,1.657864,0.678391,1.727809,-0.396463,-0.417558,0.703016,0.713046,-1.879031,0.582076,-0.399855,-0.190748,0.8025,0.41463,-1.511479,-0.197215,-0.09652,-0.5636,-0.891495,-0.234589,jackhammer
-0.700155,1.634985,0.891283,1.438125,-0.285532,-0.52875,0.523818,0.640596,-1.931534,0.398049,-0.44284,0.070152,1.210144,0.49432,-1.983594,-0.676878,0.067373,-0.509742,-1.141594,-0.070094,jackhammer
-1.157142,1.914227,0.77007,1.915956,-0.555318,-0.140332,0.645883,0.301107,-1.824306,0.801701,-0.425116,-0.064757,0.306565,0.382216,-0.96905,0.139139,-0.115001,-0.589664,-1.208319,-0.133956,jackhammer
-0.446254,1.719626,0.290983,1.472225,-1.069554,-0.30577,0.162109,0.305078,-1.228616,0.264382,-0.741936,-0.081159,0.495982,-0.456449,-2.298661,-0.454635,0.069685,-1.286348,-1.052328,-0.16395,jackhammer
-0.076749,1.492738,0.796741,1.13133,-0.322536,-0.575779,0.481335,-0.07315,-1.352478,0.633744,0.012328,-0.004148,0.664747,0.39481,-1.457878,-0.312637,-0.125005,0.072542,-1.172324,-0.197039,jackhammer
-0.614717,1.569955,0.59377,1.273157,-0.471058,-0.549608,0.612703,0.254722,-1.456464,0.451448,-0.243948,0.187663,0.756512,0.638328,-1.745264,-0.888707,0.084795,-0.102136,-1.425253,-0.284446,jackhammer
-0.55942,1.55483,0.51627,1.406726,-0.664138,-0.410881,0.519064,0.516576,-1.558592,0.403759,-0.367707,0.317757,0.610569,0.862928,-1.474053,-1.068018,-0.034852,-0.325719,-1.222917,-0.567119,jackhammer
-0.28531,1.368087,0.565415,1.680123,-0.488749,-0.386797,0.461564,0.565494,-1.366258,0.636674,-0.427137,0.198184,0.822343,0.513062,-1.473342,-0.723311,-0.177932,-0.272603,-1.200843,-0.381376,jackhammer
-0.493607,1.629102,0.429209,1.591422,-0.412037,-0.538292,0.528861,0.844075,-1.536887,0.543721,-0.416949,0.106099,1.136512,0.670184,-1.527387,-0.809935,-0.028815,-0.398655,-1.072673,-0.485415,jackhammer
-0.583531,1.715828,0.482013,1.538068,-0.504018,-0.587644,0.565532,0.806522,-1.592011,0.505322,-0.269354,0.018159,1.126498,0.639763,-1.671994,-1.08533,0.042442,-0.483955,-1.083021,-0.353926,jackhammer
-0.607231,1.667589,0.482004,1.596036,-0.641765,-0.635285,0.402243,0.635085,-1.581318,0.605167,-0.096026,0.175387,0.770425,0.489682,-1.395541,-0.839145,-0.118373,-0.339147,-1.245766,-0.361876,jackhammer
-0.381763,1.414585,0.290828,1.472749,-0.485332,-0.541303,0.435269,0.539226,-1.737925,0.965436,0.019678,0.280599,0.608504,0.239964,-1.306208,-0.78458,-0.268504,-0.341985,-1.03632,-0.300705,jackhammer
-0.649991,1.451229,0.394719,1.573961,-0.543778,-0.521795,0.322402,0.106081,-1.586334,0.850387,-0.669734,0.136302,0.705485,0.269993,-1.549955,-0.780405,0.007803,-0.399808,-1.309918,-0.129582,jackhammer
-0.788333,1.380864,0.690253,1.455981,-0.661197,-0.074007,0.297578,0.390749,-1.632008,0.696012,-0.54634,0.221287,0.68272,0.473647,-1.518414,-0.79036,-0.060194,-0.500917,-1.148924,-0.349835,jackhammer
-0.605511,1.553132,0.569783,1.592976,-0.583558,-0.147315,0.458488,0.115373,-2.069789,0.992595,-0.499839,0.292502,0.647368,0.136598,-1.506875,-0.303695,-0.20072,-0.338625,-1.126947,-0.448278,jackhammer
-0.585676,1.35928,0.544785,1.476187,-0.627121,-0.330725,0.535992,0.403624,-1.916342,0.770523,-0.594216,0.103262,0.663303,0.269799,-1.7029,-0.731632,-0.089918,-0.669997,-1.055433,-0.451775,jackhammer
-2.352531,3.144288,-1.159917,-2.24664,1.667721,-0.233955,0.62889,0.191677,1.252804,0.37524,-0.34475,-1.156024,0.808353,-0.132478,-0.685989,0.450032,0.285396,-0.07539,0.213877,0.536163,dog_bark
-0.596599,2.634636,-1.233332,-2.157406,1.42706,-0.149812,0.481378,-0.227034,0.999054,0.230129,-0.326855,-0.415571,0.282173,-0.36957,0.045247,0.357064,-0.383127,-0.477569,0.404267,0.196636,dog_bark
-0.849858,3.298848,0.130901,-2.019504,1.51387,-0.109065,-0.36847,-0.005995,0.821968,0.269392,-0.439509,-0.175888,0.215506,-0.101468,0.261349,0.311983,-0.461665,-0.416747,0.046857,0.168558,dog_bark
-0.948232,3.094496,-0.640422,-2.209747,1.471878,0.697207,0.357736,-0.228926,0.833991,0.278551,-0.510586,-0.307279,0.248601,-0.032529,0.122475,0.292471,-0.230416,-0.441826,0.100443,0.448655,dog_bark
2.518808,1.288104,-1.845529,-1.038513,-2.421922,1.683962,0.459326,-1.242913,0.891915,0.476698,0.351405,0.284127,0.751234,0.597829,0.50276,-0.250938,-0.219541,1.480019,0.835112,-0.786724,dog_bark
3.168688,0.701432,-2.457712,-1.818554,-1.261172,2.173618,1.511809,-0.875624,1.216328,-0.788137,-0.357287,0.69423,0.083325,0.596882,0.132931,0.11968,0.058661,0.818562,1.045127,-0.269018,dog_bark
2.641104,1.227691,-2.678208,-1.618504,-1.543131,2.24609,1.660311,-1.359591,1.237287,-0.608729,0.024925,0.814112,0.079274,0.314679,0.186109,0.021891,0.055853,0.540997,1.197196,-0.792795,dog_bark
1.941326,1.670841,-3.256463,-0.977308,-1.821364,2.502245,1.964503,-1.540725,1.530662,-0.91873,-0.004653,0.928781,-0.488669,0.464429,-0.382911,0.081715,-0.01729,1.214722,0.390924,-0.686308,dog_bark
-5.214201,1.677431,-0.528254,-2.0403,1.037417,-0.753895,0.301602,-1.757072,0.115595,-0.227739,-0.304666,0.619485,-1.005819,-1.324357,0.205028,2.080732,-0.062564,-1.791586,-0.02966,-0.068286,dog_bark
-5.102158,1.130666,0.029032,-2.408647,1.209211,0.511563,-0.631081,-1.676051,-0.21959,0.858311,0.249549,-0.411943,-0.904539,-0.569413,0.672665,1.386722,-0.728288,0.014692,0.511328,0.09168,dog_bark
-5.114996,0.904785,0.664176,-2.344334,0.559604,-0.750838,-0.155582,-1.109546,0.47626,0.650999,-0.412452,-0.967063,-1.485888,0.008097,0.59268,0.520128,-0.814026,0.451004,1.512192,1.418741,dog_bark
-5.310186,1.851637,0.744887,-1.968915,-0.158556,-1.383779,1.183279,-0.891263,1.011378,0.01791,0.378134,-0.733276,-0.441048,-0.84881,-0.260317,0.543586,-0.412346,-0.665695,0.161474,0.652189,dog_bark
-0.838173,2.108765,-0.031922,-1.394541,0.126346,0.714314,0.091608,-0.971067,-0.16174,0.892854,0.093167,-0.184706,0.415693,-0.056171,-0.194447,0.417257,-0.323666,-0.142609,-0.660921,0.072452,dog_bark
-1.155497,1.85569,-0.392878,-1.320335,0.285113,0.663705,-0.515317,-0.965322,-0.640265,0.911735,0.193675,0.341825,0.489209,-0.154834,0.051521,0.007397,-0.076879,-0.493032,-0.411884,0.464109,dog_bark
-2.893706,-1.476767,-0.236279,-0.897244,-0.937681,0.327495,0.029293,1.188458,-1.96888,-0.36809,1.216715,-0.434255,-0.686853,0.222575,-0.146741,0.376605,-1.535362,-0.975639,-0.633087,1.073851,dog_bark
-1.965198,0.723677,-0.116037,-0.909974,0.147943,0.066255,0.295915,0.48739,-1.109947,0.404801,-0.065947,-0.049212,-0.242327,-0.00367,-0.383559,0.331736,-0.546429,-0.520121,-1.401113,0.543609,dog_bark
2.448383,2.018784,-0.947555,-1.950315,-2.462117,1.677879,2.20943,0.090125,1.715097,-0.186332,2.069876,0.364886,0.419849,2.530736,-0.367818,0.346379,-1.364574,0.635162,-0.330762,0.94466,dog_bark
-1.965247,3.516651,-0.388817,-1.585427,-2.032639,1.668911,2.109272,-0.493043,2.55531,-0.057236,0.320848,-0.093925,-2.034716,-0.175719,-1.535248,-0.885796,-1.219629,1.45085,-1.458302,0.267958,dog_bark
-1.546627,2.285654,-1.021268,-1.544908,-1.666762,-0.117278,1.200774,-0.883488,2.060726,0.62122,0.377329,-0.711015,-1.550375,-0.209702,-1.083519,-0.634325,-0.992233,0.543312,-0.823633,0.154581,dog_bark
-0.860869,1.808868,-0.413172,-1.72322,-2.086297,-0.212231,1.148364,-0.94903,2.170745,0.053946,-0.545271,-0.342491,-2.127652,-1.425362,-0.246449,-0.548736,-0.38433,-1.064626,0.415988,-0.579712,dog_bark
1.242055,-1.357517,-0.109313,-0.568092,0.330338,0.333867,1.234449,-0.653858,-0.423245,-0.159213,0.48625,0.528582,-1.741891,-0.261009,-0.441599,-0.037599,-0.026355,0.310141,-0.051481,-0.387899,drilling
0.909557,-1.353082,-0.228603,-0.012161,0.002834,0.032875,1.021661,-0.576958,-0.639561,-0.22749,0.362138,0.230315,-1.384893,-0.32962,-0.56007,-0.411042,-0.133245,0.273829,0.259306,0.056219,drilling
1.757849,0.013496,-0.360279,-0.032843,0.296037,-0.723156,1.074271,-0.837222,0.293351,0.511365,0.369516,0.04281,-0.869479,-0.898697,-0.184567,-1.323029,0.144763,0.62014,0.647928,-0.01162,drilling
2.055483,-0.162379,-0.070755,-0.301355,0.370538,-0.492958,0.79455,-0.830013,0.033713,0.178248,0.208921,0.119945,-1.061764,-0.629101,-0.301244,-0.017872,-0.259721,0.559363,0.338573,0.05632,drilling
2.165519,0.355213,-0.141358,0.027845,0.003854,-0.593722,0.492242,-0.534396,0.297267,0.795142,0.470004,0.225221,-0.126698,-0.922282,-0.438553,-0.74642,-0.318508,0.331668,0.033063,-0.390506,drilling
2.381589,0.561639,-0.016281,-0.158579,-0.228977,-0.566281,0.40836,-0.414045,0.434668,0.621642,0.425868,0.106766,-0.525735,-1.04724,-0.289558,-0.635576,-0.524953,0.414444,0.578948,-0.831044,drilling
2.100514,0.286641,-0.338913,-0.189242,-0.286725,-0.308028,0.471355,-0.357048,0.582498,0.700025,0.470512,0.033636,0.212781,-0.172453,-0.625149,-1.010974,-0.830557,-0.044232,0.911049,-0.847826,drilling
2.712816,0.215242,-0.091524,-0.233219,0.255239,-0.908787,0.621772,-0.529787,-0.433059,0.490669,0.229556,-0.195749,-0.455964,-0.525475,-0.333998,0.465527,-0.213301,0.81165,0.884776,-0.455299,drilling
1.779149,0.45569,-0.331173,0.517508,-0.1846,-0.820806,0.744596,-0.347176,-0.108161,-0.051493,-0.032953,0.565668,-0.519745,-1.198464,-0.113436,-0.463656,-0.201667,0.790229,0.957925,0.082301,drilling
1.832762,1.106895,-0.303062,0.091538,0.207481,-0.366262,1.016582,-0.421696,0.036693,0.027841,0.181745,0.325223,-0.315363,-0.648781,-0.316976,-0.390117,-0.033056,0.98728,0.965167,0.229193,drilling
0.67933,-1.284331,-0.33869,-0.177548,0.219604,-0.082489,1.154643,-0.805858,-0.471682,-0.148278,0.573825,0.382213,-0.800005,0.196589,-0.492034,-0.438711,0.223854,0.558311,0.007777,-0.24636,drilling
1.930203,0.699852,-0.134025,0.097526,0.260143,0.029761,0.130385,-0.364509,-0.719931,0.554102,-0.215136,0.216312,-0.232571,-0.505185,-0.393729,-0.700184,0.153205,0.418164,0.148311,0.026715,drilling
1.909458,0.757925,-0.452192,0.23315,0.293771,0.129525,0.47151,-0.452163,-0.494963,0.338532,-0.034406,0.542056,-0.486963,-0.618929,-0.453462,-0.578756,0.362228,0.805959,0.144894,0.179798,drilling
2.28812,1.110902,0.267009,-0.25685,0.502331,-0.025196,0.463047,-0.286511,0.027045,0.724408,0.07626,0.837557,-0.349057,-0.527629,0.089685,-0.222823,0.060731,0.323275,0.183243,-0.099344,drilling
1.995881,1.201015,0.241599,0.098843,-0.205145,0.467708,0.883853,-0.434955,-0.02272,0.382183,0.404228,0.498729,-0.335255,-0.619432,-0.149439,-0.345932,0.141468,0.605643,0.251626,0.085041,drilling
2.539291,0.987556,0.464149,-0.424107,-0.091086,0.47942,0.719465,-0.398239,0.537496,0.407773,0.21345,0.765424,-0.13597,-0.627658,-0.252539,-0.695548,-0.150455,0.540581,0.655704,0.371728,drilling
2.190393,1.251123,0.483435,-0.195332,-0.177464,0.676491,0.740378,-0.411794,0.160517,0.0001,0.331988,0.483414,-0.180418,-0.56363,-0.313171,-0.623198,0.176531,0.639488,0.913152,0.049459,drilling
2.898422,0.83216,0.449544,-0.230983,-0.039989,0.420736,0.482848,-0.356756,0.393513,0.563696,0.300379,0.782041,-0.334717,-0.668819,-0.312215,-0.477266,-0.078639,0.529124,0.29635,0.3967,drilling
0.517132,-0.38214,-0.719611,0.409928,0.173685,0.178213,1.122336,-0.967392,-0.389573,-0.140007,-0.091015,0.8445,-0.651806,-0.545219,-0.145967,-0.302788,0.25061,1.191479,0.338304,-0.060869,drilling
1.87023,-1.057191,-0.139575,-0.821099,0.285897,0.15478,1.006477,-0.625025,-0.27044,-0.067312,0.272935,-0.039987,-0.938338,-0.673261,-0.551004,-0.42389,0.005768,0.136644,0.283056,-0.304043,drilling
1.876127,-0.401543,-0.032943,-0.396028,0.187127,-0.284671,0.728365,-0.589892,0.179151,0.060705,0.450254,0.109556,-1.018839,-0.966337,-0.158418,-0.613045,0.060894,-0.025001,0.063779,-0.119386,drilling
1.630086,-0.240749,-0.300986,0.109357,0.304708,-0.473594,1.157435,-0.750697,0.098192,0.554566,0.132676,0.171538,-0.939623,-1.088937,-0.312068,-1.283273,0.270811,0.367067,0.515046,-0.211852,drilling
-4.858852,1.968518,-6.476683,3.981042,0.028048,1.471194,3.456368,1.257156,1.07006,1.57372,-1.161855,0.761571,0.740836,0.253267,-0.394812,1.855231,-1.424987,-1.163835,0.188359,0.732844,gun_shot
2.968404,-0.163506,-1.377709,-1.064315,2.090215,-0.584202,0.898367,0.027659,0.35357,0.007838,-0.151663,-0.210341,0.694633,0.482517,-0.204038,0.6705,-0.240635,0.069001,-0.488173,0.542417,gun_shot
-0.087701,-0.787076,2.891271,-0.377669,1.05643,-0.415305,-0.909087,0.487715,0.011398,0.3716,0.368274,0.09112,0.220279,0.199354,-0.06006,0.279964,0.004141,0.210971,0.065619,-0.024024,street_music
0.887315,0.675808,2.160253,-0.706262,0.90713,-0.61271,-0.143499,0.634441,0.261446,-0.000805,-0.086543,-0.115589,0.023613,-0.018191,0.00596,-0.152048,-0.431374,0.474792,0.264065,0.139201,street_music
0.478077,1.439786,2.808762,-0.07768,0.971047,-0.589964,-0.544073,0.659505,0.353871,-0.010135,0.228535,-0.169074,-0.171811,-0.004725,-0.137497,-0.063706,0.137741,0.177064,0.10894,-0.01002,street_music
0.681649,1.47787,3.01481,0.003136,0.674541,-0.501092,-0.345589,0.554517,0.0908,0.010564,0.444188,-0.204538,0.025871,-0.055484,-0.260164,0.056421,-0.033625,0.187674,0.021837,0.084431,street_music
0.712815,1.350556,2.24344,-0.071847,1.752071,-0.463454,-0.888752,0.797604,0.164032,0.0834,0.070957,-0.106848,0.071075,0.120044,0.026139,-0.070759,-0.091254,0.329829,0.161359,-0.022446,street_music
-0.337623,1.103665,1.351629,-0.411944,1.016357,-0.335807,-1.112282,0.218951,-0.029614,0.31173,0.246886,-0.116367,-0.280626,0.077496,-0.209176,0.436019,0.29744,0.094407,0.023401,0.193173,street_music
3.334348,-0.897324,0.334844,-0.541577,-0.12281,-1.119116,0.284513,-1.423077,0.591281,0.402975,-0.425493,-0.63188,0.199477,-0.875486,-0.22999,1.179105,0.953909,-1.432995,-0.398315,0.876621,siren
3.168435,-1.069018,0.4921,-0.630373,0.095472,-1.005104,0.421414,-1.447749,0.347088,0.542821,-0.371647,-0.510862,0.127147,-0.454749,0.427988,1.042946,0.774254,-1.357728,-0.092423,0.871498,siren
3.307627,-0.653087,0.155872,-0.611734,-0.19894,-1.09161,0.200895,-1.485878,0.547988,0.242033,-0.397437,-0.69619,-0.142995,-0.494948,0.263985,1.43638,1.232833,-1.51583,-0.025494,0.986541,siren
3.071865,-0.508361,0.40416,-0.578252,-0.289525,-1.072366,0.083033,-1.46741,0.591018,0.246246,-0.357436,-0.694544,0.239619,-0.406324,-0.162504,1.380176,1.153889,-1.414333,-0.431647,0.929693,siren
3.125233,-0.667677,0.278574,-0.585406,-0.167019,-1.320582,0.036038,-1.461669,0.595376,0.291954,-0.504857,-0.621448,-0.011167,-0.449267,-0.062697,1.223538,1.083692,-1.485016,-0.17172,1.049703,siren
2.845008,-0.632008,0.268224,-0.637543,-0.197681,-1.541607,-0.245559,-1.418554,0.686623,0.265141,-0.418152,-0.698162,-0.027992,-0.373556,-0.127462,1.338874,1.12708,-1.51635,-0.44092,1.17918,siren
2.92056,-0.638793,0.004293,-0.703726,0.009854,-1.812809,-0.378029,-1.291601,0.767937,0.154663,-0.27217,-0.804607,-0.093249,-0.253231,-0.041945,1.42086,1.120332,-1.659518,-0.299796,0.947622,siren
3.383802,-2.367463,-2.611635,-0.143615,0.973247,-0.653565,0.296445,0.457835,0.306964,1.203862,-1.842964,-0.5806,-0.106834,0.470104,-0.148481,-0.339707,1.128726,-0.982368,-1.467117,0.222666,dog_bark
2.245126,-3.509127,-3.472849,1.161648,-0.857496,0.704339,-1.589445,2.244957,-0.846537,0.106941,1.503475,0.709407,-1.505148,-0.425712,0.857226,0.96607,-1.705682,-0.05981,-2.435598,2.416672,dog_bark
2.568161,-1.66838,-3.192805,0.399176,-0.109789,-1.294263,-0.295868,1.665671,0.613693,-2.957137,-0.53583,2.992491,-0.457699,0.142387,1.041885,-2.785133,-0.44972,-1.36965,1.33159,1.221154,dog_bark
1.61091,-4.547662,-2.219832,-0.172436,-0.222929,-0.253618,-0.846259,0.274477,-0.876294,-1.547087,1.124274,1.925659,-0.772091,1.321497,-0.343415,1.066775,-0.645828,-1.595658,-0.557012,-0.791789,dog_bark
4.210875,-0.01926,-1.526126,2.694689,2.157262,0.358885,1.782443,-0.301943,0.886839,-1.26883,-1.632691,-0.146887,0.024901,-0.119088,0.133874,-0.964271,-0.072843,-0.116978,0.975197,0.552316,engine_idling
4.145516,-0.030508,-1.555325,2.816619,2.257333,0.491568,1.818789,-0.291999,1.029805,-1.288998,-1.76882,0.120153,0.066727,-0.087122,0.010695,-0.7699,0.140434,-0.23632,1.159224,0.437103,engine_idling
-1.853524,0.77359,-2.364634,1.943052,-0.269354,0.865793,1.455868,3.65279,-0.305621,1.949872,-0.683763,1.404482,-0.238498,-0.228142,1.035833,0.221497,-0.363569,0.925666,1.171159,-0.042652,gun_shot
-2.862915,-4.886975,0.278943,-0.666603,-0.329921,0.641619,-0.415803,0.498517,-0.075078,-1.023656,-0.942532,0.011372,0.116249,-0.551257,-0.076684,-0.444059,0.077135,-0.31559,-0.033471,-0.324061,drilling
-2.774848,-5.123414,-0.234626,-0.824739,0.065751,0.687095,-0.378953,0.475496,0.009395,-0.894454,-1.216711,0.319613,-0.297142,-1.135762,-0.372056,-0.798987,-0.239216,-0.198419,-0.322014,-0.385833,drilling
-2.764254,-5.330209,-0.42678,-1.513401,0.064927,0.001569,-0.576629,1.034365,-0.918981,-0.670988,-0.746456,-0.226317,-0.349808,0.545977,-0.674726,-0.939232,-0.12306,-0.083758,-0.293781,-0.260736,drilling
2.532258,1.228842,-4.302602,-0.404539,0.131523,5.621583,0.655451,-1.876051,-0.153409,-0.922447,1.46241,1.056496,0.072652,1.757894,-1.392938,-0.835695,-1.213811,1.445706,0.595924,0.776518,dog_bark
5.531191,-0.791362,-0.421687,-0.360283,-0.719333,0.443949,1.287203,0.330562,-0.19956,-0.666505,-0.947682,-0.653637,0.98598,-0.072295,-0.646904,0.820661,0.688198,0.48628,-1.147872,-0.400118,dog_bark
1.679646,0.040284,0.329717,-0.827134,-0.358194,-0.282187,0.71389,0.183049,0.356549,-1.096436,-0.706294,-0.233756,-0.00657,0.06039,0.255449,0.177074,0.035083,-0.019305,-0.803739,-0.229539,dog_bark
3.541276,-0.570908,-1.204804,-0.771256,-0.893344,0.739769,0.621785,0.189272,-0.728845,-0.638385,-0.622878,-0.551219,0.061233,-0.180286,-0.118488,0.542022,-0.390951,-0.722794,-1.354848,0.470533,dog_bark
-3.988434,-4.103435,-2.31421,0.513783,-1.34328,-1.819203,-0.127062,-0.334982,0.744466,-0.977617,-0.754386,0.644042,0.781608,0.335985,0.225772,1.793624,0.245306,0.047236,0.631021,-0.195131,drilling
-4.504639,-4.320192,-2.879396,0.724034,-1.214267,-1.624336,-0.808373,-0.489096,0.500914,-1.056556,-0.820335,0.118348,0.741052,0.610265,-0.028705,1.737631,-0.060585,0.109625,0.98372,-0.271766,drilling
-4.205146,-4.25731,-2.244936,0.306527,-1.478971,-1.59469,-0.301663,-0.173371,0.62438,-1.201154,-0.752295,0.266229,0.737359,0.402068,0.063632,1.559412,0.057302,-0.164818,1.012645,-0.316805,drilling
0.962573,-0.164391,0.449567,0.057462,0.946421,-0.890505,1.031525,0.280753,-0.085021,0.419908,0.315445,0.133687,-0.699287,0.045111,-0.583099,-0.577308,-0.733888,0.02686,-0.533052,-0.12264,engine_idling
1.143555,-0.218931,0.630424,-1.572287,-1.07987,0.153852,1.560568,0.441691,0.746761,0.315794,-1.475726,-0.035744,-0.939716,0.880964,-0.081378,1.046647,0.688873,-0.202362,-1.446753,-0.571384,dog_bark
1.41851,0.06738,0.865844,-1.583636,-0.587933,-0.231225,1.545826,0.169236,0.466791,0.200801,-1.499195,-0.147178,-0.513922,0.702217,-0.257375,0.817364,0.520628,-0.214759,-1.21396,-0.546002,dog_bark
1.141291,0.034098,0.817086,-1.587643,-0.539847,-0.109304,1.221737,0.069165,-0.074041,-0.19241,-1.374634,0.049632,-0.613008,0.57101,-0.439027,1.097625,0.121204,-0.395938,-1.176947,-0.884177,dog_bark
-6.650488,4.882698,1.571591,-0.053017,-0.886072,-1.022353,0.595997,-0.335206,-0.582389,0.157834,-0.477157,-0.379111,-0.323619,-0.049413,0.090686,-0.330307,0.194346,0.89499,0.757633,0.653057,air_conditioner
-6.869226,5.054341,1.931406,-0.103049,-1.04901,-0.317184,0.7799,-0.495677,-0.281651,0.181803,-0.188442,-0.041522,-0.294516,-0.137074,0.126084,-0.457177,0.165149,0.925019,0.975308,0.620007,air_conditioner
