,0.265mfcc9+0.253mfcc15+0.249mfcc11-0.247zcr+0.245mfcc13...,-0.398rolloff-0.396spec_bw-0.378spec_cent+0.374mfcc2-0.299zcr...,-0.367mfcc17+0.334mfcc3-0.296mfcc16-0.296mfcc18+0.284mfcc5...,0.623rms+0.564mfcc1+0.242mfcc6+0.213mfcc8+0.192mfcc4...,0.426mfcc3-0.314mfcc11+0.284mfcc4-0.277mfcc12-0.27mfcc10...,-0.463mfcc19-0.453mfcc20+0.386mfcc14+0.315mfcc15+0.289mfcc13...,0.525chroma_stft+0.382mfcc13-0.334mfcc7+0.305mfcc20-0.224mfcc17...,0.642mfcc4+0.321mfcc6-0.298mfcc10-0.239mfcc5+0.224mfcc19...,0.468mfcc11+0.345mfcc3+0.315rms+0.312mfcc13-0.274mfcc7...,0.462mfcc6+0.336chroma_stft-0.301mfcc5-0.285mfcc7-0.263mfcc10...,0.685mfcc20-0.39mfcc19-0.316mfcc9-0.264chroma_stft+0.214mfcc15...,-0.488mfcc9+0.433mfcc8+0.412mfcc13-0.311mfcc12+0.248mfcc10...,-0.557mfcc12-0.429mfcc18+0.345chroma_stft-0.265mfcc4+0.252mfcc14...,-0.507mfcc11+0.477mfcc8+0.383mfcc14-0.287chroma_stft+0.267mfcc19...,'0.518mfcc9+0.366mfcc13-0.315mfcc14-0.303mfcc19+0.29 mfcc20...','0.61 mfcc10+0.36 mfcc15-0.295mfcc11-0.264mfcc16+0.242mfcc9...','-0.363mfcc15-0.352mfcc12+0.35 mfcc9-0.328mfcc7-0.319mfcc17...','0.49 mfcc5-0.482mfcc16+0.37 mfcc18+0.294mfcc15-0.289mfcc3...',-0.502mfcc7+0.462mfcc5-0.375mfcc18+0.215mfcc8+0.212mfcc19...,-0.539mfcc6+0.386mfcc8-0.362mfcc13-0.274mfcc16+0.242mfcc4...,class
840,-0.660467,-2.029998,0.365207,1.690015,0.210444,-0.307862,-0.020289,-1.739226,0.171334,-0.401755,0.347752,-0.036787,0.604895,-0.303851,0.587999,0.542573,0.167713,0.709776,0.413714,-0.433073,jackhammer
841,-0.646251,-0.334198,1.831452,1.222815,0.349195,-0.533937,0.163159,-0.438846,0.460961,1.237189,0.946053,-0.429123,0.117577,0.371896,-0.172099,-0.214042,0.366268,0.247591,-0.243581,0.036534,jackhammer
842,-1.603828,-3.708046,-0.258654,-0.119684,-0.340799,0.20615,-0.829762,0.779315,-1.478701,0.54517,0.968301,0.345408,0.276606,0.411378,0.47225,0.563773,-1.000501,0.996115,0.171162,0.46082,jackhammer
843,-1.452537,-3.835781,0.287249,0.513722,0.119827,-0.71009,0.431612,1.611892,0.617761,0.381035,0.616547,0.637632,0.343012,0.341077,-0.569017,0.481874,0.098978,0.376659,0.365081,-0.686605,jackhammer
844,0.376066,-1.9448,0.85656,1.053772,0.974344,-1.086443,-0.692785,-0.356591,-0.356484,0.344545,-0.416127,0.595173,0.162093,-0.582291,-0.944633,0.109273,0.205191,-0.120667,-0.217423,-0.670503,jackhammer
845,-4.371576,-2.626764,3.067953,-1.611295,0.578633,-0.725465,-1.574793,-0.711023,1.010757,-1.308042,-0.727515,-0.872476,-0.848954,-0.290352,-0.126318,0.172421,0.096522,-0.387012,-0.089859,0.814216,jackhammer
846,-3.673395,0.865977,1.169019,0.745639,1.115067,-0.336164,1.489562,-0.608669,-0.567434,0.167396,1.14027,-0.680205,-1.065552,0.037962,-1.179641,-0.845439,-0.204089,-0.16205,0.118719,-0.18165,jackhammer
847,0.89142,-0.066562,0.834566,0.639892,0.579031,-0.448099,-0.191747,-1.30332,-0.680037,-0.407236,0.216226,0.355257,0.090399,-0.400879,-0.179356,0.529668,-0.285589,0.432485,0.113017,-0.292634,jackhammer
848,1.213957,-3.252355,1.176662,0.588536,0.159946,-0.708946,0.529832,0.245683,1.284141,0.288163,-1.232525,0.623802,1.186825,0.043068,-0.01221,0.229882,0.019838,-0.383788,0.301187,-0.943978,jackhammer
849,-0.64786,2.268422,0.453581,1.712337,-0.626872,0.062088,-0.006939,0.868014,-2.015933,0.738166,-1.076087,0.031439,0.959158,0.049348,-2.493268,-0.506937,-0.249854,-0.639174,-1.019808,0.067289,jackhammer
850,-3.847329,-2.595749,1.620725,-0.430575,-0.782983,0.380056,-0.526468,-1.213772,0.629798,0.325366,-0.43636,2.390727,-0.156985,0.38628,-0.42593,0.470026,-0.178352,0.57766,0.144471,0.902817,jackhammer
851,-1.065439,-3.993573,0.716602,1.535812,-0.108822,0.261095,0.695765,0.265514,-1.253851,0.735163,0.085087,1.215927,0.233599,0.639915,-0.922287,0.44688,-0.044086,-0.258449,1.11405,-0.189867,jackhammer
852,-1.885752,-3.084805,0.632745,-0.269982,-0.512647,0.268151,-0.816183,0.939514,-0.710224,0.225605,-0.15598,1.739005,-0.300416,-0.414165,0.951614,-0.674229,-0.788728,-1.210206,-0.707715,0.025108,jackhammer
853,-0.604112,-1.427284,0.828434,-0.617418,1.160672,1.651182,1.01259,0.020292,-0.826809,0.742676,1.149242,-0.521469,0.206888,1.010466,0.517796,0.240732,0.158987,0.56184,-0.561246,0.251672,jackhammer
854,-0.868835,-0.093953,-0.674835,-0.098197,-0.699428,-0.39768,0.16548,-0.329464,-0.39432,1.288035,-0.379109,-0.715439,-0.593451,-1.088174,0.022134,0.585094,0.81162,-0.120923,-0.561986,-0.277049,jackhammer
855,-0.970723,-3.509329,0.53975,1.700636,0.227916,0.178196,-0.395105,-1.16065,0.195578,-0.205241,-0.122494,0.723387,0.51588,-0.179294,0.553247,0.760859,-0.062245,0.75283,0.420098,-0.389641,jackhammer
856,-0.713316,-3.8999,1.859324,0.133408,-0.797994,0.93374,-0.929591,0.400985,0.776846,0.369431,-0.922548,-0.187758,0.08998,0.969836,-0.176596,-1.697829,-0.45795,-0.548418,0.420311,0.006403,jackhammer
857,-1.101937,-2.080846,0.692378,-0.127628,0.140723,1.382289,0.796889,0.283231,-0.731085,1.101727,1.415051,-0.245175,-0.051462,0.560411,0.790794,0.509554,-0.325147,0.49786,-0.669303,0.431694,jackhammer
858,-0.416379,1.399292,0.628323,1.444368,-0.569411,0.141594,0.156142,0.072585,-1.109784,0.152029,-0.557787,-0.432634,0.764342,-0.139336,-2.257947,-0.340714,-0.209718,-0.723421,-1.193108,0.044255,jackhammer
859,-3.180591,0.164583,0.505405,0.840594,0.985258,-0.793321,1.182552,-0.735485,-0.224857,0.994638,1.201088,0.045054,-1.339291,0.09272,-0.685936,-0.939321,-0.595422,-0.161254,0.090414,0.173171,jackhammer
860,-0.072335,1.114719,0.50478,0.576883,1.165785,0.32567,0.489807,-0.293155,-0.210581,0.56949,0.359559,-0.212965,-0.004637,0.128425,0.120159,0.928773,-0.587928,-0.247625,-0.057475,0.358111,jackhammer
861,-1.090339,-3.818255,-0.562862,1.781321,-0.034141,-0.375733,0.133391,-0.997854,0.231252,-0.905276,-0.515571,0.240864,0.699678,-0.772784,0.659105,0.805974,0.08676,0.353319,0.359615,-0.178724,jackhammer
862,-0.591238,0.851584,0.673303,0.047812,1.07831,0.329114,0.172703,0.186933,-0.952165,0.604567,-1.253899,-0.345121,0.838264,0.001464,-0.65898,-0.928793,0.910049,0.109398,0.117034,0.502581,jackhammer
863,-0.764683,-1.074995,1.709803,1.210642,0.479342,-0.553546,-0.250449,-0.744705,0.648611,1.543716,1.40722,0.355345,-0.642033,0.493623,0.563175,0.145226,1.117054,0.175192,-0.384442,-0.549525,jackhammer
864,-4.149536,-1.200529,1.06506,0.226123,0.729024,-0.46445,0.630031,0.111733,-0.037851,0.3177,0.819514,-1.106981,0.70026,-0.080911,0.656633,0.655454,-0.498169,-0.077935,-0.625857,-0.776038,jackhammer
865,-0.605511,1.553132,0.569783,1.592976,-0.583558,-0.147315,0.458488,0.115373,-2.069789,0.992595,-0.499839,0.292502,0.647368,0.136598,-1.506875,-0.303695,-0.20072,-0.338625,-1.126947,-0.448278,jackhammer
866,0.398513,1.035825,0.795747,-0.29857,1.260782,-0.306392,0.747173,-0.776869,0.104162,-0.116202,0.465123,-0.016922,-0.377465,0.561511,-0.384745,1.532053,0.669797,0.102821,-0.492041,0.254122,jackhammer
867,-0.115136,-0.452828,0.227099,1.897793,0.913499,0.258392,0.320269,-0.059679,-0.728149,1.080056,-0.355635,-0.001229,0.06205,-0.036926,-0.615902,-0.020473,-0.402067,0.028366,0.101048,0.043067,jackhammer
868,-3.519478,-4.212023,-0.825911,-0.479035,-0.320754,-0.918599,-0.605856,1.190334,-0.520593,-1.319706,-1.588921,-1.129093,0.075536,1.042123,-1.496637,-0.582563,0.255603,-0.717758,1.336848,0.083626,jackhammer
869,-3.226131,0.695785,0.883947,0.661796,0.963681,-0.01879,0.887885,-1.039258,-0.562966,0.457292,0.485063,0.261329,-1.284049,0.016852,-0.926979,-1.218176,0.346697,-0.957071,0.175648,-0.352384,jackhammer
870,-2.964547,-0.13553,0.854312,0.661323,1.268284,-0.840416,1.236319,-0.319777,-0.319038,0.347065,0.626297,-0.213469,-1.033557,0.510132,-1.373362,-1.272913,0.128645,-0.825925,0.150129,-0.112465,jackhammer
871,0.13621,-2.109976,0.775653,0.753341,0.480404,0.096718,0.232441,-0.18342,-1.281303,-0.050073,0.779143,0.693506,0.446954,-0.826816,-0.356143,-0.309219,-0.024436,-0.837713,-0.32478,-0.140722,jackhammer
872,-3.461448,0.289943,0.751645,0.503645,1.151539,-0.398041,1.758821,-0.655839,-0.154215,-0.061232,0.488307,0.734364,-0.877136,0.572018,-1.302251,-0.882177,0.161814,-0.994842,0.599569,-0.230126,jackhammer
873,-1.949634,-2.429678,1.161201,0.124738,1.929063,0.171834,0.820734,-1.094608,0.335081,-1.161249,-1.013097,-0.996924,0.871124,-0.191174,0.736712,0.374889,0.562386,-0.991495,0.182366,-0.381004,jackhammer
874,-2.11327,-3.032707,0.453261,0.225266,-2.918923,-1.405952,0.40243,2.117046,1.439643,-0.749362,2.077617,-0.612316,-0.168634,0.821933,0.124088,-0.786832,-0.655421,1.08696,-0.442196,0.713094,jackhammer
875,-1.473157,-1.120229,-0.013404,0.599389,1.426982,-0.895343,0.146826,0.252082,0.616157,0.489379,0.555898,-0.075958,0.971992,-0.134031,-1.254213,-0.579507,0.937801,-0.335496,0.133672,-0.682564,jackhammer
876,-1.88466,-3.173312,0.871207,1.459563,0.351473,0.082572,-0.427855,-1.528426,0.484835,-0.352282,-0.234658,0.576784,0.580922,-0.569102,0.242548,1.201444,-0.001006,0.717941,0.22412,-0.144483,jackhammer
877,-2.231921,-3.372369,0.508279,0.325102,-2.51202,-0.662524,0.88531,1.232223,0.729508,-0.133885,1.841897,-0.314235,-0.452028,-0.254752,-0.163022,0.001911,-1.143352,1.278182,-0.001237,-0.735261,jackhammer
878,-1.609467,-0.087009,1.585396,0.006256,1.053041,0.393103,-0.327549,0.900065,-0.698179,0.054841,-0.495832,0.013826,-0.36332,0.284574,-0.620194,-0.879454,-0.404108,-0.483583,-0.33142,1.050342,jackhammer
879,-2.879744,-2.791477,1.613116,1.321554,0.8756,0.289502,-1.691684,0.567983,-0.339303,0.195782,0.699146,0.631957,0.088854,0.668086,-0.050759,0.203667,-0.28461,-0.166061,1.371891,-0.7646,jackhammer
880,-1.677921,-3.897066,-0.053368,0.698867,0.249686,-0.866415,0.353599,1.501453,0.633714,0.39472,0.061905,0.932507,0.354233,0.12525,-0.640454,0.292797,-0.114483,-0.028138,0.206154,-1.026094,jackhammer
881,-0.161662,2.142136,0.636573,1.522794,-0.398187,0.313385,0.905626,0.885066,-1.34094,-0.020267,-0.437848,0.360241,1.145139,0.354373,-1.775657,-0.634275,-0.185169,-0.698027,-0.919685,-0.462553,jackhammer
882,-2.17604,-1.651747,1.821341,0.186274,-1.138332,0.754438,1.738334,-0.014651,0.286266,0.116001,-0.711454,0.690359,-0.568453,-1.482313,-1.07301,0.757281,1.07113,-0.145263,-0.167924,0.20285,jackhammer
883,1.3156,-1.965994,0.948156,1.083741,1.038316,-1.020779,0.24946,-1.372399,0.323529,0.01504,0.35469,0.000182,0.005129,-0.316506,-0.673907,-0.024145,0.298829,-0.117055,0.534819,-0.20319,jackhammer
884,-4.184416,-0.765873,0.960502,0.197776,0.858101,-1.299303,0.392482,-0.006242,-0.298518,0.290662,0.484524,-1.49375,0.667207,-0.04554,0.506103,1.008495,-0.276228,-0.192132,-0.658806,-0.691536,jackhammer
885,-2.97517,-0.159342,0.481086,0.500059,1.083732,-0.636196,1.370411,-0.479333,0.066485,0.433036,1.024535,0.112031,-1.086,-0.235841,-1.150925,-0.738579,0.358564,-0.737719,0.906666,0.170677,jackhammer
886,1.092793,-0.961925,0.629057,1.169253,0.140145,-0.131891,0.835244,-1.323606,-0.631849,-1.149054,0.016688,-0.625971,-0.013503,0.073052,-0.187224,0.748179,0.490822,1.485298,-0.205021,-0.171825,jackhammer
887,-0.903093,-0.443649,1.813204,1.124488,0.422533,-0.260865,-0.266774,-0.317424,0.642324,1.121311,1.322037,-0.327968,0.144782,0.41914,-0.022273,0.114072,0.616914,0.06914,-0.293135,0.231498,jackhammer
888,-3.880064,-3.720738,-0.361171,-0.608652,-0.006141,-0.987894,-0.221353,0.72325,-0.5616,-0.543294,-1.166493,-0.712573,0.159234,0.475925,-0.970987,-0.848325,-0.516141,-0.636067,1.35882,-0.330985,jackhammer
889,-1.326436,-3.989848,0.601674,1.547269,0.167324,0.724792,0.567767,0.157623,-1.242233,0.772161,0.246392,1.278211,0.295904,0.547053,-0.698546,0.629071,0.008264,-0.333828,1.347196,-0.372721,jackhammer
890,0.220819,-1.869887,1.038784,0.936469,0.076573,0.616463,0.651714,-0.186795,-0.989513,-0.729527,0.125433,0.720098,0.111438,0.255169,-0.71112,-0.610446,-0.079431,-0.597835,-0.92102,-0.661775,jackhammer
891,-3.073582,-2.248453,2.925013,-1.778588,0.41501,-0.405849,-1.566233,-0.843465,1.012535,-1.202874,-0.858549,-1.163041,-0.152572,-0.302786,-0.051095,0.248218,-0.217145,-0.414461,-0.453841,0.176879,jackhammer
892,0.876677,-3.236474,1.62719,1.222043,0.277516,-0.537691,0.226141,-0.246775,1.203433,0.554695,-0.990315,0.471045,1.2787,0.186077,-0.203231,0.272691,0.442651,-0.447356,0.126368,-0.962103,jackhammer
893,1.038679,0.160913,0.161216,0.603543,0.495851,-0.76155,-0.389965,-1.359361,-0.481532,-0.578987,-0.082672,-0.050074,0.19048,0.094836,0.816826,0.685327,0.345794,0.329904,0.688011,-0.746066,jackhammer
894,-0.886169,-0.299195,1.968109,1.220282,0.295736,-0.414981,-0.080041,-0.442322,0.390746,1.169582,1.274166,-0.317834,0.215574,0.196923,-0.058093,-0.148909,0.527967,0.294076,-0.390844,0.440274,jackhammer
895,0.129394,-0.131215,-0.002751,1.454482,-0.220496,0.161452,1.246914,0.100808,-0.411872,-0.041417,0.764927,0.118537,0.057846,1.375026,-0.034241,0.193259,0.283268,0.329216,0.298229,0.00132,jackhammer
896,-4.000924,-2.321319,1.384743,-0.432555,-0.563828,0.407808,-0.569447,-1.305495,0.882702,0.336917,-0.508976,2.160737,-0.29341,-0.357373,-0.808593,0.389591,-0.113727,0.331111,0.345743,1.346527,jackhammer
897,0.149744,0.276112,0.278732,1.500935,0.110915,0.219396,1.459429,0.280893,-0.827169,0.233691,0.224678,0.558715,-0.08941,0.018075,0.09517,-0.37401,0.983432,-0.206114,-0.236946,0.058901,jackhammer
898,0.527479,-0.523216,0.285322,0.765701,0.382738,-0.541633,-0.203877,-1.81889,-0.689732,-0.591239,0.181672,0.054197,-0.035461,-0.167771,0.583207,0.335681,0.87374,0.080776,0.332958,-0.507314,jackhammer
899,-3.101433,0.12463,0.735296,0.67416,1.241555,-0.639365,1.159625,-0.360756,-0.043793,0.55563,0.954803,-0.306409,-1.062707,0.389782,-0.628952,-1.067181,-0.050099,-0.311885,-0.013367,-0.14031,jackhammer
900,-1.93544,-3.493999,0.225963,-0.397006,-1.173032,0.551126,-0.418077,1.395751,-0.2214,0.123457,1.569248,0.252342,-0.309357,-0.659295,0.366344,-0.789619,-1.639676,0.399609,0.785404,0.240195,jackhammer
901,0.045041,-4.330937,0.968984,1.187269,-1.030108,0.874415,0.438384,0.379493,-0.624384,0.812882,0.049214,0.997243,-0.570021,0.064433,-1.866621,-0.257925,0.12951,-0.53732,0.635013,0.130908,jackhammer
902,0.554702,-1.904955,0.4198,1.124343,0.075799,0.421688,0.358479,-0.077371,-0.902114,0.135101,0.605812,0.329883,-0.1763,-0.106164,-0.821088,-0.892934,-0.613291,-0.747815,-1.077269,-0.375728,jackhammer
903,-0.652938,2.031554,0.04734,1.552056,-0.829181,0.28648,0.666104,1.018853,-1.708341,0.654064,0.167324,0.254434,0.727464,1.281026,-1.162242,-0.725158,-0.046142,-0.250373,-1.219005,0.224333,jackhammer
904,1.032207,-0.218147,1.4419,-0.045776,1.291776,0.587258,0.08579,0.30814,-0.209835,1.261332,-0.27559,-0.957286,-0.63366,0.78204,0.201891,-0.075454,-0.255668,0.471813,0.558511,-0.49381,jackhammer
905,0.129448,-0.391891,1.56642,1.344283,0.643089,-0.54082,-0.07185,-0.294752,0.657239,1.331032,1.271998,0.105151,-0.226806,0.59875,0.369777,0.130247,0.559267,0.263886,-0.553483,-0.145573,jackhammer
906,-4.926277,-1.135921,1.765669,-0.262547,0.288092,0.658994,-0.744874,-1.289893,1.151862,0.212001,-0.191558,1.639338,0.117965,0.274765,-1.916022,1.159777,-1.755078,0.817866,0.579191,0.607622,jackhammer
907,-1.635923,-4.664137,0.759054,-0.581092,-0.904994,0.956102,0.639074,-0.928534,-1.053159,-0.819521,-0.365433,-0.525012,-0.240865,1.205833,-0.253387,0.199992,0.444946,1.651619,-1.071779,-0.324347,jackhammer
908,-0.788333,1.380864,0.690253,1.455981,-0.661197,-0.074007,0.297578,0.390749,-1.632008,0.696012,-0.54634,0.221287,0.68272,0.473647,-1.518414,-0.79036,-0.060194,-0.500917,-1.148924,-0.349835,jackhammer
909,0.640676,-2.192516,0.587233,0.906461,0.266867,0.318543,0.091608,-0.123667,-1.127425,0.011069,0.38017,0.732412,0.211014,-0.525061,-0.489687,-0.636001,-0.208405,-0.910765,-0.564166,-0.006504,jackhammer
910,1.053954,0.183755,0.169662,1.774132,0.146977,-0.221699,1.092273,0.203954,-0.635189,0.536388,0.303777,0.378078,-0.224572,0.369736,0.427236,0.108286,-0.024848,0.257293,-0.185158,0.414799,jackhammer
911,-1.057198,-4.010838,1.826274,-0.313012,-0.800259,0.507693,-1.285024,0.610219,0.608898,0.090821,-0.851405,-0.955783,-0.00774,1.229839,-0.014445,-1.665701,-0.61305,-0.433897,1.174755,0.274284,jackhammer
912,0.256882,-0.827742,2.252493,-0.172667,0.832759,-0.550532,-0.584993,0.134526,0.29654,0.38933,0.082058,-1.015514,-0.089943,0.318293,0.042047,-0.017764,-0.592769,0.331682,0.164843,-0.155309,jackhammer
913,-1.208298,0.79874,1.253555,0.379292,0.619448,0.222334,-0.141553,-0.860629,0.638091,-0.357195,0.606148,-0.028539,-0.072183,0.979667,0.329956,0.807642,-0.645454,-0.485923,-0.090663,0.444514,jackhammer
914,-0.637923,1.411942,0.671329,1.773627,-0.557542,-0.375911,0.732391,0.332164,-1.689322,0.545625,-0.598276,-0.042975,0.519944,0.344519,-1.619585,-0.228376,-0.130865,-0.727887,-0.891261,-0.35102,jackhammer
915,-1.476865,-1.138131,0.030316,0.607945,1.571038,-0.790949,0.112778,0.301831,0.587993,0.609726,0.379763,-0.026995,1.060446,-0.328641,-1.240143,-0.513085,0.932018,-0.250889,0.03691,-0.664596,jackhammer
916,-4.664089,-2.037286,2.160961,-0.203826,-0.781724,-0.031039,-0.34846,-2.024955,1.264347,0.288269,-0.646071,2.160762,-1.298493,0.082045,-1.10513,1.312777,-1.188443,0.021671,0.787576,0.538916,jackhammer
917,0.874705,-0.265666,2.533048,-0.165997,0.510831,0.000943,-0.092726,-0.21717,0.170651,0.328543,-0.401478,-0.128552,-0.53928,0.050232,0.147851,0.04348,0.034336,0.052057,-0.020034,-0.138436,jackhammer
918,1.208979,-1.038895,0.723565,1.506105,0.474572,0.345349,0.084411,0.277687,-0.452324,0.145414,0.51177,0.353419,0.400152,-0.23863,-0.271875,-0.620957,-0.077213,-0.580005,-0.296022,-0.133041,jackhammer
919,-0.718897,-0.631491,2.01979,0.053912,0.550133,-0.599332,0.556887,-1.267751,0.594598,-0.204337,0.78413,-0.342288,-0.496216,1.034923,0.216902,0.328247,-0.414407,0.080276,0.114388,0.593132,jackhammer
920,-1.206624,0.175367,0.519941,1.737957,0.7264,0.100565,0.70828,0.622887,-0.428902,-0.47529,-1.831839,0.598285,-0.140036,0.856221,0.111422,-0.148823,1.057613,-0.270574,-0.215586,-0.075481,jackhammer
921,-2.822045,-3.824907,-0.088863,-0.230548,0.459358,-1.746157,0.849388,0.375308,-0.836943,-0.442228,-1.244483,-0.517608,0.034153,0.895216,-0.45776,-0.64449,-0.45064,-0.318599,0.928162,-0.274264,jackhammer
922,-3.40754,-4.285414,-0.583053,-0.513237,-0.180667,-0.751116,-0.395024,0.708503,-0.890746,-0.732193,-1.438956,-0.458043,0.190309,0.663993,-1.552776,-0.557288,-0.505026,-0.228213,1.350112,-0.35791,jackhammer
923,1.741034,-1.337474,0.755742,1.116082,0.696589,0.115838,0.667675,0.11969,-0.650524,0.335434,0.365589,0.595066,0.147271,-0.261475,-0.330616,-0.311864,-0.294078,-0.759414,-0.375275,-0.225259,jackhammer
924,-2.526558,0.267271,0.591795,0.755069,0.911808,-0.936796,1.459272,-0.467536,-0.258858,0.243193,0.540314,-0.399121,-1.005442,0.414785,-1.057662,-1.341779,0.510113,-0.638182,0.266808,-0.338554,jackhammer
925,0.260499,-1.631123,1.372273,0.432509,0.252896,-0.770808,-0.347248,-0.639864,-0.277069,0.528041,0.667136,0.412164,0.20797,-0.727671,-0.642102,0.886677,0.374422,-0.101526,0.050603,0.086561,jackhammer
926,0.168033,-2.326871,1.42429,1.031561,-0.187945,1.392454,0.361386,-0.705467,-0.788134,-0.639099,0.595522,0.655691,-0.327985,-0.446881,-0.477122,-1.103698,0.164647,-0.976688,-0.631428,-0.713937,jackhammer
927,-0.583436,-0.407357,-0.75531,-0.084476,-0.700494,-0.853591,-0.248927,-0.420568,-0.626025,1.367827,-0.721633,-0.79639,-0.796507,-1.034571,0.025206,0.854516,1.058022,0.226956,-0.477045,-0.249433,jackhammer
928,0.780994,-1.711854,0.688077,0.567638,1.204003,0.321347,-0.99461,-1.022237,-0.965908,0.990342,0.366581,0.217857,0.069687,-0.840827,-0.506718,0.174294,0.274967,-0.35759,-0.179181,0.177218,jackhammer
929,0.490634,-1.896187,0.633308,0.71058,0.581552,0.72551,0.382571,-0.152237,-1.011162,-0.834028,0.627707,0.51534,0.256516,-0.258011,-0.260946,-0.19468,-0.018774,-0.759178,-0.388725,-0.275726,jackhammer
930,-0.787898,-1.742789,0.951772,-0.223155,-0.029508,1.474884,0.52973,0.0098,-0.76726,0.598672,1.029698,-0.136271,0.288889,0.377169,0.353906,0.791108,-0.27799,0.026731,-0.206374,0.05033,jackhammer
931,-8.46727,0.074912,2.571767,1.241371,1.220327,-1.419924,-0.739715,-0.841737,0.247772,0.411466,-0.633561,-0.808265,1.135452,-0.338924,0.439091,-0.118116,0.607917,0.047538,0.052812,0.002659,jackhammer
932,-5.200898,-1.625927,2.070808,-0.479035,0.017103,0.29103,-0.71989,-1.461336,0.741998,0.483312,-0.113835,2.088753,-0.258943,0.446045,-1.392759,0.182827,-0.652519,0.743367,0.61855,0.80566,jackhammer
933,-0.882508,-4.15521,0.695691,1.68942,-0.360446,0.259494,0.570532,0.326127,-1.23641,0.879633,-0.244293,1.237385,0.157704,0.465132,-0.91504,0.413678,-0.041188,-0.445084,1.014319,-0.235141,jackhammer
934,0.523277,-0.609935,1.769574,0.114691,1.358774,-0.457726,-0.172299,-0.000993,-0.130136,1.32474,-0.597449,-1.284726,-0.339467,0.385363,0.091996,0.432686,-0.28983,0.526542,0.762283,-0.648485,jackhammer
935,-1.969331,-3.879724,0.002079,0.44308,0.145765,0.13479,0.466072,1.850642,1.087847,0.627438,0.600883,0.607726,-0.286974,0.400749,-0.203294,0.298211,-0.070673,0.136737,0.733223,-0.405243,jackhammer
936,-8.918756,-0.062359,2.440447,1.098994,1.22685,-0.685853,-0.136311,-1.082519,0.899701,0.686811,-1.550482,-0.356863,-0.637266,-0.961218,0.026524,-0.965058,-0.019456,-0.056487,-0.72103,0.062387,jackhammer
937,-3.011637,1.227127,0.269294,0.748747,0.881187,-0.442385,1.712941,-0.23167,0.193626,0.680868,0.798188,0.003724,-0.988705,0.269438,-0.974599,-0.493956,-0.701308,-0.336791,0.271142,-0.122802,jackhammer
938,-3.321417,1.121254,0.410211,0.699522,1.117821,-0.299109,0.913703,-0.126976,-0.431128,0.53228,0.68912,-0.742746,-0.670743,0.084154,-1.096899,-0.964145,-0.29087,-0.694006,0.31497,0.264527,jackhammer
939,-3.655798,0.876492,0.804229,0.818418,0.952202,-0.522814,1.170113,-0.713879,-0.420181,0.866435,0.65009,-0.477436,-1.044024,0.37355,-1.203622,-0.840754,-0.267176,-0.683229,-0.005612,0.381202,jackhammer
940,-1.627846,-3.066006,0.791994,-0.023027,-1.338557,-0.598905,0.473078,0.76768,-0.029696,1.051207,1.359326,0.62342,0.181657,-0.467961,1.498867,-0.220147,-1.399896,-0.458854,-0.333747,0.270467,jackhammer
941,-2.3454,1.120529,0.375448,0.311039,1.443887,-1.037922,1.187607,-0.463793,-0.6049,0.354323,0.0063,-0.543047,-1.640228,0.455151,-0.404193,-1.834234,0.145294,0.531079,0.54486,0.161644,jackhammer
942,-8.907372,0.62219,2.396766,1.352734,1.614787,-1.414243,-0.423228,-0.789383,0.215562,0.387431,-0.73754,-0.867251,0.535327,0.709536,0.715932,-0.386752,0.054879,0.318806,-0.87687,0.10575,jackhammer
943,-1.700989,-2.890661,0.799388,0.100978,-1.212778,-0.671594,0.699333,0.647822,-0.134443,1.092921,1.367918,0.874733,0.43886,-0.775406,1.408178,-0.191046,-1.214362,-0.774998,-0.216337,0.172252,jackhammer
944,-2.136437,-3.683076,0.183866,0.004261,-1.168978,0.052746,-0.728923,1.890555,0.625625,0.826705,1.996838,0.394178,0.3133,-1.067137,0.663648,-1.059877,-1.117715,0.92981,0.395626,0.148379,jackhammer
945,-8.892676,0.087656,2.734487,1.218125,1.007361,-0.991386,-0.957801,-0.975587,0.919965,0.798611,-0.070492,-0.661417,0.738332,-1.476824,0.63753,-0.970555,0.236125,-0.570624,0.024476,-0.027231,jackhammer
946,0.889804,-1.828608,1.241897,-0.267955,0.624433,-1.969589,-0.56151,-0.453042,-0.021467,0.69129,0.051973,0.692657,0.164425,-0.648992,-0.943454,1.114359,0.192319,-0.110015,0.109674,-0.284349,jackhammer
947,0.01143,1.275146,0.327926,-0.223935,1.040291,0.346545,-0.167943,0.588243,-0.77456,0.3915,-1.179903,-0.645069,0.962619,0.12524,-0.401529,-0.732951,1.170513,0.18018,0.120549,0.499297,jackhammer
948,-5.433793,-0.975171,2.500109,-0.233132,0.062023,-0.187761,-1.109292,-1.841598,0.232671,0.911091,-0.682254,1.383987,0.032347,0.081716,-0.882897,1.406734,-1.13857,0.8937,0.73593,0.527101,jackhammer
949,-3.791419,-2.617719,1.362525,0.079697,1.241173,1.050859,-0.130977,0.244301,-1.074401,0.345473,-0.537267,-0.474747,0.100735,0.467239,-0.077872,-0.991711,0.918106,0.788382,-0.82109,0.124369,jackhammer
950,0.160335,-0.572262,1.877909,0.147567,1.380574,-0.916261,-0.652474,0.036093,0.005957,1.273999,-0.545261,-1.537547,-0.401873,-0.319768,-0.184885,0.10932,-0.387316,0.380081,0.602018,-0.730185,jackhammer
